N,P,K,temperaturec,temperaturef,ph,rainfall,label
29,63,17,30.02629908,86.04733834,7.26154329,66.47264636,blackgram
59,63,18,31.65531175,88.97956115,6.52669158,66.69096751,blackgram
29,70,15,30.33499674,86.60299413,6.872594461,74.16699119,blackgram
58,73,16,33.36984395,92.06571911,6.874142175,64.89517488,blackgram
55,77,22,31.4345059,88.58211062,7.76061831,64.77651469,blackgram
42,79,23,27.71678273,81.89020891,6.781841984,68.56507978,blackgram
44,77,21,32.63918668,90.75053602,7.326980454,61.83876146,blackgram
38,62,25,32.7477393,90.94593074,7.453975408,63.37784443,blackgram
32,76,15,28.05153602,82.49276484,7.604110177,43.35795377,lentil
13,61,22,19.44084326,66.99351787,7.728832424,46.83130119,lentil
38,60,20,29.84823072,85.7268153,7.491217102,46.80452595,lentil
11,74,17,21.36383757,70.45490763,6.633864582,46.6352865,lentil
37,71,16,26.28663931,79.31595076,7.324863481,46.13833007,lentil
29,71,18,22.17499963,71.91499933,6.410441476,53.46622584,lentil
2,72,18,26.57597546,79.83675583,7.836719564,50.89110726,lentil
6,59,21,26.58972517,79.86150531,6.139215944,50.90994463,lentil
13,64,20,19.1345771,66.44223878,6.590571088,36.46946971,lentil
8,58,17,28.75273118,83.75491612,7.286049978,35.15426171,lentil
6,77,20,25.78746268,78.41743282,6.058306161,49.14337177,lentil
2,75,22,23.89271875,75.00689375,6.658605362,52.55730112,lentil
3,69,23,28.67408774,83.61335793,7.299360767,42.96018627,lentil
27,80,24,28.42062847,83.15713125,7.815210661,49.02366803,lentil
39,78,15,21.35499456,70.43899021,5.925391795,41.78219834,lentil
40,79,17,21.12695586,70.02852055,6.403683619,38.71834464,lentil
37,62,22,24.02037872,75.2366817,7.397546271,49.78102578,lentil
31,60,24,25.40474421,77.72853958,7.722335992,51.92057267,lentil
22,67,22,29.03017561,84.2543161,7.475926645,54.9393771,lentil
3,78,18,20.21368219,68.38462794,6.887130053,50.89732989,lentil
4,80,16,29.19585548,84.55253986,7.441976825,44.93261911,lentil
13,61,24,18.29783597,64.93610475,7.629910253,49.39111479,lentil
12,66,20,27.41434987,81.34582977,7.336117221,44.43177543,lentil
4,61,21,24.84063998,76.71315196,6.75020529,48.77790371,lentil
9,60,21,29.94413861,85.8994495,7.52178027,40.37113729,lentil
18,66,22,25.87990287,78.58382517,6.347379185,47.89645224,lentil
32,56,18,20.0467711,68.08418798,7.135251532,46.05333124,lentil
6,72,15,22.99451999,73.39013598,7.670178119,54.49044154,lentil
15,77,20,25.13163619,77.23694514,7.399749291,49.04015558,lentil
0,65,24,28.49584395,83.29251911,7.841496029,53.14531023,lentil
30,79,22,18.28766124,64.91779023,6.254216611,48.60449438,lentil
3,63,16,24.38041875,75.88475375,6.868881708,53.13946695,lentil
2,78,23,21.31852148,70.37333866,7.320514721,45.42616802,lentil
10,78,18,18.54141834,65.37455301,6.296976913,44.07819743,lentil
14,67,25,25.28710601,77.51679082,7.241151936,49.37369982,lentil
39,65,23,25.43459777,77.78227599,7.685959305,41.02682925,lentil
19,72,15,28.83600962,83.90481732,6.890760124,44.08562546,lentil
18,57,21,27.37659643,81.27787357,6.155915975,49.47371773,lentil
31,58,15,28.31886863,82.97396353,6.167855382,45.36521251,lentil
28,58,25,27.4818649,81.46735682,6.861640036,37.81123974,lentil
5,65,19,18.28072173,64.90529911,6.978361689,48.80253285,lentil
16,65,19,27.61204997,81.70168995,7.043160241,42.72374404,lentil
34,65,19,23.43974653,74.19154375,5.94239222,45.40277297,lentil
14,69,19,20.95628486,69.72131275,7.239455147,52.39881209,lentil
22,55,16,23.7937153,74.82868754,6.516317561,49.73922097,lentil
24,61,17,22.6371424,72.74685632,6.233269045,38.30411077,lentil
2,79,15,21.53577883,70.76440189,7.505283615,35.75107592,lentil
26,63,17,29.87854588,85.78138258,6.950300686,44.95654782,lentil
27,61,15,25.2653291,77.47759238,6.958054839,48.33941188,lentil
24,70,16,25.17885316,77.32193569,6.54803469,35.03484812,lentil
13,74,25,24.12192608,75.41946694,6.461618577,44.23629285,lentil
6,64,23,23.33565221,74.00417398,7.065264073,36.18678721,lentil
12,58,23,21.74600081,71.14280146,6.765091462,50.43306085,lentil
32,79,22,27.60195453,81.68351815,5.91645379,54.37814199,lentil
6,68,18,24.388717,75.8996906,6.711341147,47.26052494,lentil
10,79,20,24.98287462,76.96917432,6.379881442,38.21370568,lentil
38,77,22,28.234829,82.8226922,6.313284268,35.36831423,lentil
17,74,17,26.03026959,78.85448526,7.393210848,37.11395801,lentil
26,68,24,28.04849594,82.48729269,7.504930973,37.15824966,lentil
23,75,17,24.87425505,76.77365909,7.198076286,48.28137482,lentil
32,78,22,23.97081395,75.14746511,7.007037515,53.40906048,lentil
19,79,19,20.06003985,68.10807173,6.677262562,42.89509057,lentil
22,60,18,19.59221047,67.26597885,6.74398035,41.7704893,lentil
28,69,16,29.77013109,85.58623596,6.547361618,35.69674138,lentil
1,67,21,27.52135365,81.53843657,6.551577598,48.06491307,lentil
12,67,23,25.62896213,78.13213183,6.585020303,45.49683991,lentil
36,67,20,20.39078312,68.70340962,6.924042372,53.31508572,lentil
28,70,21,25.39038396,77.70269113,7.437373666,39.18374505,lentil
12,71,19,24.91079638,76.83943348,7.142611056,42.19740397,lentil
22,68,16,27.70496805,81.86894249,7.74672376,37.46160727,lentil
26,66,22,18.06486101,64.51674982,6.300479414,51.54922825,lentil
16,65,16,18.13027797,64.63450035,6.078724107,50.6128521,lentil
14,59,22,23.82723528,74.8890235,6.76660668,46.90725077,lentil
33,59,19,23.19305333,73.74749599,7.641024177,49.55213308,lentil
21,63,17,25.08966129,77.16139032,6.559681838,41.45486619,lentil
0,69,21,25.86928193,78.56470747,7.072923306,36.68284038,lentil
10,75,17,18.43966037,65.19138867,7.732194788,39.00992137,lentil
30,61,18,27.14911056,80.86839901,6.157782589,52.50812701,lentil
0,74,17,23.33375853,74.00076535,7.240988401,47.01510708,lentil
35,74,22,26.7230014,80.10140252,6.898905799,42.87274897,lentil
7,63,24,19.55750776,67.20351397,6.818681086,53.04669416,lentil
9,56,17,26.13708256,79.04674861,6.261937875,46.48280681,lentil
14,74,15,27.99990346,82.39982623,6.493036868,49.94043064,lentil
14,76,20,29.05941162,84.30694092,7.042474679,36.5011366,lentil
36,65,16,25.71269843,78.28285717,7.692013657,50.17067771,lentil
28,67,21,21.79792649,71.23626768,6.250994223,46.62370222,lentil
28,79,16,24.70626432,76.47127578,6.052184881,53.12442925,lentil
40,61,22,20.94981756,69.70967161,7.002216044,44.23913012,lentil
10,70,19,24.84918386,76.72853095,7.272427638,41.61080544,lentil
12,80,19,21.91041045,71.43873881,5.962001484,36.10211371,lentil
37,77,20,25.93381964,78.68087535,7.080506001,51.02372773,lentil
0,67,22,29.82112112,85.67801802,6.593798387,51.56461082,lentil
7,73,25,27.52185591,81.53934064,7.28805662,45.20841071,lentil
10,56,18,27.99627907,82.39330233,7.32710972,46.10585191,lentil
39,70,15,20.76774783,69.38194609,6.366355781,47.9271552,lentil
26,56,22,23.05276444,73.49497599,7.011121216,52.60285259,lentil
9,77,17,21.65845777,70.98522399,6.280725549,38.07659414,lentil
4,59,19,26.25070298,79.25126536,7.621494566,40.8106299,lentil
34,73,15,20.97195263,69.74951473,7.630424083,53.10207889,lentil
33,77,15,23.89736406,75.01525531,7.802212437,40.74536757,lentil
2,24,38,24.55981624,76.20766923,5.922935513,111.9684622,pomegranate
6,18,37,19.65690085,67.38242153,5.937649578,108.0458926,pomegranate
8,26,36,18.78359608,65.81047294,6.804781106,102.5184759,pomegranate
37,18,39,24.1469628,75.46453304,6.424670614,110.2316633,pomegranate
0,27,38,22.44581266,72.40246279,6.738016221,109.3905998,pomegranate
31,25,38,24.96273236,76.93291825,6.497366677,109.4169192,pomegranate
21,21,38,22.5526059,72.59469062,6.327673765,104.8955643,pomegranate
6,30,40,22.77035608,72.98664094,6.36137446,106.9659201,pomegranate
25,27,41,19.20090378,66.5616268,6.923509371,108.0423555,pomegranate
15,11,38,23.12808226,73.63054807,6.630646083,109.3930157,pomegranate
14,5,36,24.92639065,76.86750317,5.832525853,104.7693804,pomegranate
16,10,41,24.77464458,76.59436024,6.738993954,105.7595811,pomegranate
36,7,37,19.8671184,67.76081312,5.782435567,108.3168858,pomegranate
4,20,41,24.26601316,75.67882369,6.537042717,104.5375109,pomegranate
29,22,40,23.62600218,74.52680392,6.145104401,107.6836871,pomegranate
16,15,42,19.67832052,67.42097694,6.890784045,108.5468633,pomegranate
18,27,41,22.36509395,72.25716911,7.175344328,104.8216333,pomegranate
11,18,42,21.57936934,70.84286481,5.938528744,102.8593382,pomegranate
5,15,38,18.26233221,64.87219798,5.709380472,108.0756727,pomegranate
18,23,44,23.71028128,74.6785063,6.184400085,105.6499907,pomegranate
9,8,40,22.48720144,72.47696259,6.553509673,111.6631582,pomegranate
40,27,45,21.6602498,70.98844964,5.885638185,112.4349689,pomegranate
22,23,44,20.13037175,68.23466915,6.143874691,107.3416913,pomegranate
9,16,39,18.41164435,65.14095983,6.101198974,105.1834976,pomegranate
12,29,40,19.68291173,67.42924111,6.594037135,111.2818551,pomegranate
0,17,42,23.20242586,73.76436655,6.859840821,109.0946323,pomegranate
2,21,44,18.92157197,66.05882955,6.56893406,102.8013275,pomegranate
28,6,40,22.10621387,71.79118497,6.769855664,106.8704803,pomegranate
8,23,44,18.47412402,65.25342324,7.130837931,108.4758509,pomegranate
29,16,36,19.81069447,67.65925005,5.740338002,102.860084,pomegranate
17,18,43,24.4880844,76.07855192,5.843005428,103.1969341,pomegranate
34,21,42,18.75927679,65.76669822,6.648687274,111.0196744,pomegranate
21,23,42,19.54128063,67.17430513,6.902751061,104.3739878,pomegranate
25,17,40,18.91251245,66.04252241,6.608023872,111.2800516,pomegranate
8,25,36,19.91330523,67.84394941,6.828522375,104.0277061,pomegranate
26,18,42,19.72620525,67.50716945,6.910374919,108.2287276,pomegranate
4,19,42,23.83185873,74.89734571,6.306605528,111.2232716,pomegranate
36,24,41,24.94467632,76.90041738,7.009180374,103.8799347,pomegranate
5,24,40,24.692258,76.4460644,6.297907579,104.6735454,pomegranate
19,17,39,24.72485577,76.50474039,6.728599215,111.2787584,pomegranate
39,30,38,20.12644921,68.22760858,6.965156738,108.065579,pomegranate
5,29,44,21.02432943,69.84379297,5.578095745,104.7847006,pomegranate
4,24,43,22.40423537,72.32762367,7.199504273,109.8695196,pomegranate
38,21,35,20.33691147,68.60644065,5.841367187,110.9653137,pomegranate
37,11,36,24.24779615,75.64603307,6.710143266,106.9216033,pomegranate
9,25,41,24.81530144,76.66754259,5.972714857,109.2853418,pomegranate
29,22,43,19.66329768,67.39393582,5.561851831,106.0380805,pomegranate
5,21,38,22.43377991,72.38080384,6.107054808,112.459697,pomegranate
22,26,38,22.92052307,73.25694153,6.988035315,110.2437841,pomegranate
4,18,37,22.91843172,73.2531771,7.13147457,106.2817706,pomegranate
21,6,41,24.88244467,76.78840041,7.086947687,107.1951707,pomegranate
29,21,45,23.40981539,74.1376677,6.749260456,105.2240743,pomegranate
23,5,44,21.20725375,70.17305675,7.16300467,107.5660804,pomegranate
13,7,43,18.20230419,64.76414754,7.013481515,109.6623974,pomegranate
5,13,37,22.34375696,72.21876253,5.648243649,103.3183074,pomegranate
27,24,41,24.32770134,75.78986241,6.610251186,110.4606459,pomegranate
7,23,35,19.75088482,67.55159268,7.054313823,102.5538035,pomegranate
12,20,39,19.86173586,67.75112455,6.026999326,111.0217929,pomegranate
4,19,43,18.07132963,64.52839333,5.779427402,106.3602023,pomegranate
3,9,45,23.89162561,75.0049261,6.535244251,104.617522,pomegranate
1,27,36,23.98598756,75.17477761,5.684995235,104.991282,pomegranate
23,30,44,20.93892916,69.69007249,6.12476108,103.0295938,pomegranate
24,21,42,20.82210727,69.47979309,6.999014379,109.4429934,pomegranate
13,30,37,20.86474944,69.55654899,6.277148771,106.8685636,pomegranate
40,11,44,24.45840036,76.02512065,6.322396027,111.3779693,pomegranate
21,9,40,24.51147697,76.12065855,5.956401828,105.6209954,pomegranate
3,27,44,24.56811204,76.22260167,6.591302797,110.9633894,pomegranate
40,29,42,24.63228709,76.33811676,7.104094929,110.6956184,pomegranate
14,25,40,20.07386547,68.13295785,6.407872061,103.7084055,pomegranate
38,14,37,21.80523051,71.24941492,6.658402594,102.6488846,pomegranate
34,9,36,22.8122645,73.0620761,6.276038961,110.4432293,pomegranate
32,14,37,22.73031253,72.91456255,6.825256236,104.6843243,pomegranate
18,21,35,23.2801227,73.90422086,6.368560522,111.1382096,pomegranate
8,23,38,19.30106297,66.74191335,7.005410734,105.4766591,pomegranate
15,6,41,19.0087067,66.21567206,6.897368477,108.6793978,pomegranate
0,5,36,24.35193812,75.83348862,6.152906502,105.529185,pomegranate
22,9,44,24.72235539,76.5002397,5.744361602,112.1926517,pomegranate
14,8,43,21.92513945,71.46525101,7.051654924,111.7162016,pomegranate
31,11,45,24.83954414,76.71117945,6.034612928,107.6435771,pomegranate
39,17,45,18.09691127,64.57444029,6.924490731,104.88189,pomegranate
10,5,42,20.24104904,68.43388827,6.887005997,109.2537734,pomegranate
8,28,38,23.22594,73.806692,6.8444019,105.6917856,pomegranate
32,13,42,23.50128217,74.30230791,5.786058032,106.61905,pomegranate
18,9,40,19.44623085,67.00321553,5.627186257,106.1606833,pomegranate
20,27,41,20.51343484,68.92418271,5.700088663,110.5764023,pomegranate
39,25,36,18.90223032,66.02401458,5.567805185,107.6103211,pomegranate
20,7,45,18.90592319,66.03066174,6.077886012,112.4750941,pomegranate
11,10,45,22.63045168,72.73481302,6.397995609,109.0357597,pomegranate
40,18,43,19.38603815,66.89486867,5.767372539,109.9130984,pomegranate
3,26,39,24.38318965,75.88974137,7.079973241,103.6012114,pomegranate
9,16,36,23.77989026,74.80380247,5.893332378,106.977723,pomegranate
30,20,38,22.59890174,72.67802313,7.058222596,110.0932899,pomegranate
40,9,41,24.37766782,75.87980208,5.78270695,106.128338,pomegranate
40,30,35,20.89273273,69.60691891,6.269663963,104.4407083,pomegranate
32,25,35,18.09903225,64.57825805,5.892913826,107.0050976,pomegranate
33,23,45,20.00218987,68.00394177,7.116538883,112.337046,pomegranate
4,14,41,19.85139326,67.73250787,6.430163481,102.8186358,pomegranate
13,17,45,21.25433607,70.25780493,7.159520979,106.2784673,pomegranate
39,24,39,23.65374106,74.57673391,6.431265737,109.8076178,pomegranate
8,28,37,23.88404783,74.99128609,6.082571701,108.3121789,pomegranate
91,94,46,29.36792366,84.86226259,6.149934034,92.82840911,banana
105,95,50,27.33368994,81.20064189,5.849076099,101.0494791,banana
108,92,53,27.40053601,81.32096482,6.276800323,104.9378,banana
86,76,54,29.3159075,84.7686335,5.926824754,90.10978128,banana
80,77,49,26.05433004,78.89779407,5.519088423,113.2297373,banana
93,94,53,25.86632408,78.55938334,6.079178788,114.5357503,banana
90,92,55,27.00932084,80.61677751,6.13465588,97.32531705,banana
108,89,53,29.55054817,85.19098671,5.808497604,99.34482238,banana
108,88,55,26.28845991,79.31922784,5.891458107,113.8729798,banana
105,77,52,29.16226551,84.49207792,5.816622479,100.0075679,banana
118,88,52,28.65003945,83.57007101,5.843163161,98.75084366,banana
101,87,54,29.07311132,84.33160038,6.376756633,100.1692639,banana
95,75,50,28.08166093,82.54698967,5.623615687,118.2761894,banana
106,85,53,27.1994597,80.95902746,5.91505509,99.72430835,banana
86,95,49,28.05484146,82.49871463,6.458714879,108.3957179,banana
83,79,55,25.14748006,77.26546411,5.565028635,98.66679427,banana
85,95,47,25.94019018,78.69234232,6.211833161,119.84797,banana
109,79,45,27.66752761,81.8015497,6.490074429,108.66464,banana
100,76,45,25.56703012,78.02065422,5.590236025,102.7867717,banana
117,86,48,28.6956201,83.65211618,6.225225239,116.1616839,banana
114,94,53,26.33544853,79.40380735,6.190757459,118.6858263,banana
110,78,50,25.93730186,78.68714335,5.915568968,98.21747528,banana
94,70,48,25.13686519,77.24635734,6.195152442,91.46442491,banana
80,71,47,27.50527651,81.50949772,6.156373499,105.0776992,banana
114,79,51,26.21009246,79.17816643,6.313197204,112.0700033,banana
88,78,45,29.10403455,84.38726219,6.324270089,92.07835761,banana
112,73,48,29.2440638,84.63931484,5.707488987,90.66727868,banana
117,76,47,25.56202173,78.01163911,6.119216009,93.10247183,banana
111,87,48,26.3985515,79.5173927,5.571401169,98.16752001,banana
89,83,47,28.09577643,82.57239757,5.63127166,109.5408614,banana
93,91,47,27.84767901,82.12582222,6.101241579,117.2878912,banana
92,81,52,27.39341554,81.30814797,6.438137279,94.31102057,banana
105,74,45,25.14517635,77.26131743,6.098369122,119.218154,banana
102,71,48,28.65456263,83.57821273,5.695267822,102.4633775,banana
94,91,51,29.16093424,84.48968163,5.618094446,109.575944,banana
116,71,47,27.57278064,81.63100515,6.435785799,91.34276507,banana
117,79,49,25.40909896,77.73637813,6.176644228,112.9794804,banana
119,72,55,25.99069521,78.78325138,6.220643671,112.0777152,banana
99,73,53,26.29039046,79.32270283,5.871702211,118.6730366,banana
91,84,52,29.14827211,84.4668898,6.390741836,117.536781,banana
80,90,47,26.59743595,79.87538471,6.21084479,107.3944717,banana
101,70,48,25.36059237,77.64906627,6.012696655,116.5531455,banana
108,89,53,29.12036889,84.416664,5.908770059,112.3982055,banana
100,80,52,27.53911354,81.57040437,6.049801781,110.3262123,banana
109,91,53,29.66727337,85.40109207,6.010095853,110.2511102,banana
82,78,46,25.05802193,77.10443947,5.738678895,110.4408803,banana
106,70,55,25.86824781,78.56284606,5.74055541,116.3019555,banana
90,86,52,25.85036988,78.53066578,5.793260262,119.0856171,banana
83,95,50,26.51682337,79.73028207,5.50947065,108.8547508,banana
119,90,48,28.66725136,83.60105245,5.986442306,118.2583441,banana
107,72,45,28.14938935,82.66890083,5.790768046,91.40508414,banana
116,81,55,26.42313317,79.56163971,5.915546415,95.12322062,banana
101,75,50,26.59386409,79.86895536,6.242528278,109.9825551,banana
93,81,50,27.71822477,81.89280459,6.036079266,102.2099836,banana
95,75,45,28.98333432,84.17000178,5.829898502,109.022564,banana
107,71,55,29.42017919,84.95632254,6.088064451,117.229079,banana
83,94,47,27.39872329,81.31770192,6.469370954,112.1355384,banana
102,73,54,26.4020227,79.52364086,5.720726906,111.0162259,banana
86,79,45,27.81251452,82.06252614,5.80766417,99.20961514,banana
117,86,53,25.19640218,77.35352392,5.703381728,115.8586081,banana
111,79,53,28.31193338,82.96148008,6.165001278,119.695765,banana
95,74,50,25.90113128,78.6220363,6.002481605,110.10323,banana
91,75,55,27.48612983,81.47503369,6.212369363,109.2768851,banana
93,83,46,29.38254012,84.88857222,5.765308943,109.2486647,banana
92,85,51,29.22118628,84.5981353,5.740764682,108.8616474,banana
104,80,54,27.09062164,80.76311895,5.879119455,110.1331182,banana
103,72,51,26.12643374,79.02758073,6.099478745,104.4812858,banana
92,75,45,29.01207743,84.22173937,5.674403359,90.43495443,banana
93,85,49,27.96799119,82.34238414,5.694243847,119.4765557,banana
120,87,52,28.0764455,82.5376019,5.905494703,118.9923573,banana
108,72,46,25.16278237,77.29300827,6.110844721,90.94554618,banana
105,88,54,25.78749808,78.41749654,6.020445317,114.2005455,banana
98,79,50,25.34119774,77.61415593,6.435917308,91.06493353,banana
111,88,55,29.44795403,85.00631725,5.505393833,96.45042585,banana
97,74,45,26.47522633,79.65540739,5.677719902,113.1161095,banana
95,82,48,27.39489579,81.31081242,5.719014989,92.78133617,banana
89,91,55,25.08347445,77.15025401,6.275572298,94.32961456,banana
89,85,55,26.6719835,80.0095703,6.275384607,91.73358569,banana
118,88,51,25.44926208,77.80867174,6.201911642,100.6619171,banana
101,92,45,28.22776705,82.80998069,5.758054257,98.00403016,banana
99,92,47,28.1279509,82.63031162,6.323933647,103.5045395,banana
82,77,46,28.9470467,84.10468406,5.901100841,95.83016448,banana
90,86,55,27.96236771,82.33226188,5.644486582,97.55986676,banana
95,88,52,28.00316034,82.40568861,6.235461772,94.68180316,banana
104,73,46,29.1400919,84.45216542,6.28236237,90.45142867,banana
102,73,52,27.9122104,82.24197872,6.356090905,90.24211529,banana
100,74,52,25.43480512,77.78264922,5.837258235,96.47800391,banana
94,89,48,28.55980972,83.4076575,5.653437902,111.0843029,banana
99,70,46,26.59580783,79.87245409,5.727469947,100.5123341,banana
112,87,48,27.19711623,80.95480921,6.200111068,99.46950465,banana
117,82,45,25.29391516,77.52904729,5.614471478,105.4220251,banana
96,86,51,29.90888522,85.8359934,6.257369799,91.99964712,banana
113,85,45,27.94972463,82.30950433,6.037430836,109.0921631,banana
105,93,46,25.01018457,77.01833223,5.760457558,108.3690513,banana
85,89,51,29.21144871,84.58060768,6.158164422,108.5501443,banana
108,94,47,27.35911627,81.24640929,6.387431383,90.81250457,banana
92,81,52,28.0106804,82.41922472,5.891413895,103.7040783,banana
110,71,54,28.67208915,83.60976047,5.725418961,94.37987496,banana
82,75,55,27.34585147,81.22253265,6.281069505,92.15524332,banana
117,81,53,29.50704598,85.11268276,5.507641778,98.12565829,banana
2,40,27,29.73770045,85.52786081,5.954626604,90.09586854,mango
39,24,31,33.55695561,92.4025201,4.757114897,98.67527561,mango
21,26,27,27.00315545,80.60567981,5.699586972,95.85118326,mango
25,22,25,33.56150184,92.41070331,5.977413803,95.70525913,mango
0,21,32,35.89855625,96.61740125,6.430139436,92.19721736,mango
20,19,35,34.17719782,93.51895608,6.113935087,98.00687989,mango
19,21,34,30.01592643,86.02866757,5.074272692,97.72843182,mango
18,17,31,31.74592134,89.14265841,5.667507706,93.75441586,mango
11,36,33,35.99009679,96.78217422,5.978634285,95.3713484,mango
30,28,30,31.86641378,89.3595448,5.064613314,98.46768642,mango
18,19,27,27.75518664,81.95933595,4.772385986,94.11213345,mango
23,23,27,34.72413192,94.50343746,5.161148592,97.31258083,mango
37,30,34,27.53907547,81.57033585,6.797779227,99.35408185,mango
11,27,30,27.69637763,81.85347973,6.39474303,89.85646496,mango
12,19,31,27.25373364,81.05672055,5.566704378,91.87312479,mango
3,28,33,30.33723921,86.60703058,5.755049971,94.42850522,mango
37,38,32,31.85744939,89.3434089,5.417340525,91.55845821,mango
26,37,30,35.39986338,95.71975408,6.166173834,97.41054011,mango
14,18,30,29.80747243,85.65345037,5.191265116,95.74606104,mango
40,16,35,34.16438906,93.49590031,4.954739564,98.33351125,mango
4,20,25,28.93270187,84.07886337,5.664587011,99.9834242,mango
36,25,33,27.98392787,82.37107017,5.548584852,99.61465679,mango
30,17,31,31.20478173,88.16860711,6.804437106,94.62954663,mango
28,37,28,32.13409675,89.84137415,6.097869767,98.63333684,mango
38,15,30,28.91862016,84.05351629,5.075504537,97.01331604,mango
12,37,30,31.09779147,87.97602465,4.546466109,90.28624348,mango
38,19,31,34.73823882,94.52882988,5.855119268,90.65022183,mango
8,33,29,29.98080499,85.96544898,6.442393461,91.82271568,mango
15,27,28,33.80398664,92.84717595,4.507523551,90.82549241,mango
34,16,25,30.07202564,86.12964615,6.10729559,92.09609766,mango
11,36,31,27.92063282,82.25713908,6.47544932,100.2585673,mango
33,29,34,31.40948821,88.53707878,6.832979509,92.99739415,mango
12,31,26,35.7877738,96.41799284,5.395275719,100.2160615,mango
12,34,28,33.36140093,92.05052167,6.13526938,98.81596545,mango
5,16,31,35.96054636,96.72898345,4.555688532,98.00644238,mango
1,30,29,28.33333307,82.99999953,6.434197756,91.67241761,mango
16,35,31,32.27652024,90.09773643,5.316875978,95.99487068,mango
35,18,26,31.99490489,89.5908288,5.279388967,97.38741498,mango
4,40,26,27.58258929,81.64866072,6.720041791,95.8445641,mango
9,29,34,29.38471637,84.89248947,5.72742254,100.8124659,mango
2,38,33,32.38697531,90.29655556,4.691396195,90.21633216,mango
26,32,32,30.91471455,87.64648619,6.810186079,90.14047759,mango
34,38,31,35.37775595,95.67996071,6.454045329,97.41586402,mango
5,32,33,32.32362177,90.18251919,5.842763773,93.36718816,mango
31,29,26,28.22373428,82.8027217,5.024124684,97.76832322,mango
34,34,35,27.27433181,81.09379726,6.422710539,95.257992,mango
36,19,32,27.10710832,80.79279498,4.94295037,92.37238878,mango
7,17,26,34.89226666,94.80607999,6.414526606,91.63074547,mango
38,15,27,33.7462686,92.74328348,6.777788126,92.26439205,mango
5,19,25,27.3511056,81.23199008,6.441328044,96.27792547,mango
37,36,26,32.89300162,91.20740292,4.650536197,94.49161372,mango
21,31,32,35.38598705,95.69477669,5.254532213,90.29643888,mango
37,36,27,27.5529736,81.59535248,5.910634533,90.40332704,mango
23,23,30,32.82141065,91.07853917,4.755273631,90.89173106,mango
36,26,26,30.17294105,86.31129389,6.814630246,95.23444287,mango
24,33,35,29.26382931,84.67489276,5.342866119,100.7586226,mango
26,18,30,32.06097197,89.70974955,6.336234624,96.59816497,mango
22,17,26,28.69818144,83.65672659,4.754435025,99.642454,mango
11,34,32,29.14305008,84.45749014,6.831706773,97.55155537,mango
29,35,28,28.3471611,83.02488998,6.967417766,90.40260445,mango
22,28,26,27.67256197,81.81061155,4.947683034,92.84991507,mango
23,24,32,28.1218093,82.61925674,5.630619901,93.30247448,mango
1,35,34,30.79375683,87.42876229,6.27339822,92.21318555,mango
2,24,34,28.89409382,84.00936888,6.472774648,94.76322976,mango
39,37,25,33.33024826,91.99444687,6.953246506,98.28583013,mango
15,36,27,27.78912455,82.02042419,5.643710216,91.01152997,mango
3,18,31,31.65333432,88.97600178,6.392313973,91.09745581,mango
8,38,32,29.75150773,85.55271391,4.981816523,91.405983,mango
33,31,34,31.32995611,88.393921,5.421265283,89.78216168,mango
14,29,32,35.63627319,96.14529174,6.942520105,97.51952041,mango
18,20,26,31.66524687,88.99744437,5.435840509,89.98024312,mango
9,21,32,32.26935342,90.08483616,5.870116071,95.94035356,mango
20,30,27,27.81005614,82.05810105,4.74910393,95.89898581,mango
9,38,25,34.58561471,94.25410648,5.497946899,100.3060719,mango
26,24,34,31.27180992,88.28925786,6.811291098,89.74409017,mango
31,36,29,33.93679864,93.08623755,6.460542749,97.4611918,mango
14,18,35,31.09154239,87.9647763,4.791146778,91.46664318,mango
40,16,35,31.89356292,89.40841326,6.4841522,89.59371481,mango
28,27,34,32.45465292,90.41837526,6.526654345,95.04871605,mango
0,17,30,35.47478322,95.8546098,6.279133738,97.79072474,mango
1,29,29,27.32961444,81.19330599,6.052026047,93.53197359,mango
2,36,31,30.90225239,87.6240543,5.73171945,91.77522598,mango
12,27,26,29.09382275,84.36888095,5.32307197,96.23520043,mango
7,28,35,30.02086169,86.03755104,4.66910839,96.63721027,mango
0,36,26,34.13072188,93.43529938,5.101206389,96.38808001,mango
26,35,31,33.44619894,92.20315809,5.339556562,98.05089394,mango
27,21,30,35.3915464,95.70478352,5.061081874,91.22881052,mango
22,38,31,31.53356352,88.76041434,5.821106036,98.57025046,mango
22,18,31,30.7645515,87.3761927,5.956027059,90.38503469,mango
28,23,28,30.01821337,86.03278407,5.676032581,96.08745082,mango
7,31,27,31.32863689,88.3915464,6.524114355,94.67344737,mango
29,34,26,33.88004781,92.98408606,6.273953676,89.29147581,mango
8,37,33,28.07802689,82.5404484,6.128167757,97.45373619,mango
39,16,27,35.53845018,95.96921032,4.934964765,91.54560427,mango
40,24,25,28.70595247,83.67071445,5.445008416,95.8946444,mango
19,38,26,31.48451729,88.67213112,4.525722333,93.17221967,mango
21,21,30,27.69819273,81.85674691,5.403908328,100.7720705,mango
22,18,33,30.41235793,86.74224427,6.621623545,93.92375879,mango
31,20,30,32.17752026,89.91953647,6.207495815,91.88766069,mango
18,26,31,32.6112614,90.70027052,5.418475257,91.10190759,mango
24,130,195,29.99677232,85.99419018,6.112305667,67.12534492,grapes
13,144,204,30.7280404,87.31047272,6.092241627,68.38135469,grapes
22,123,205,32.44577836,90.40240105,5.896343436,68.73932528,grapes
